"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT08","WT11","WT14","WT16"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-11",,,,,"0.00",,,"100","44",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-12",,,,,"0.00",,,"102","47",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-13",,,,,"0.60",,,"103","56",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-14",,,,,"0.02",,,"100","54",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-15",,,,,"0.00",,,"98","48",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-16",,,,,"0.00",,,"84","45",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-17",,,,,"0.00",,,"95","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-18",,,,,"0.00",,,"86","44",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-19",,,,,"0.00",,,"91","39",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-20",,,,,"0.00",,,"98","42",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-21",,,,,"0.00",,,"101","44",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-22",,,,,"0.00",,,"101","45",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-23",,,,,"0.00",,,"94","41",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-24",,,,,"0.00",,,"101","41",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-25",,,,,"0.00",,,"104","42",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-26",,,,,"0.00",,,"105","48",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-27",,,,,"0.00",,,"109","46",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-28",,,,,"0.00",,,"108","51",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-29",,,,,"0.00",,,"98","48",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-30",,,,,"0.00",,,"100","52",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-07-31",,,,,"0.00",,,"96","47",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-01",,,,,,,,"96","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-02",,,,,,,,"94","41",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-03",,,,,,,,"91","38",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-04",,,,,,,,"96","39",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-05",,,,,,,,"80","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-06",,,,,,,,"79","38",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-07",,,,,,,,"81","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-08",,,,,,,,"90","41",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-09",,,,,,,,"91","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-10",,,,,,,,"99","42",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-11",,,,,,,,"104","43",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-12",,,,,,,,"92","44",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-13",,,,,,,,"95","60",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-14",,,,,,,,"91","41",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-15",,,,,,,,"99",,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-16",,,,,,,,"97","42",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-17",,,,,,,,"97","39",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-18",,,,,,,,"91","42",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-19",,,,,,,,"97","39",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-20",,,,,,,,"88","41",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-21",,,,,,,,"83","52",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-22",,,,,,,,"90","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-23",,,,,,,,"79","41",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-24",,,,,,,,"97","42",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-25",,,,,,,,"103","44",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-26",,,,,,,,"108","45",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-27",,,,,,,,"93","46",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-28",,,,,"0.12",,,"97","56",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-29",,,,,"0.04",,,"93","56",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-30",,,,,,,,"90","48",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-08-31",,,,,,,,"98","48",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-01",,,,,"0.00",,,"100","52",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-02",,,,,"0.00",,,"99","42",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-03",,,,,"0.00",,,"79","46",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-04",,,,,"0.00",,,"100","43",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-05",,,,,"0.00",,,"102","39",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-06",,,,,"0.00",,,"104","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-07",,,,,"0.00",,,"103","43",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-08",,,,,"0.00",,,"103","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-09",,,,,"0.00",,,"103","37",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-10",,,,,"0.00",,,"93","36",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-11",,,,,"0.00",,,"93","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-12",,,,,"0.00",,,"95","33",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-13",,,,,"0.00",,,"94","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-14",,,,,"0.00",,,"98","42",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-15",,,,,"0.00",,,"95","37",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-16",,,,,"0.00",,,"70","36",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-17",,,,,"0.00",,,"86","36",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-18",,,,,"0.00",,,"91","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-19",,,,,"0.00",,,"86","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-20",,,,,"0.00",,,"68","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-21",,,,,"0.22",,,"62","46",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-22",,,,,"0.21",,,"65","43",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-23",,,,,"0.06",,,"64","45",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-24",,,,,"0.33",,,"60","45",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-25",,,,,"1.02",,,"51","41",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-26",,,,,"0.05",,,"65","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-27",,,,,"0.00",,,"75","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-28",,,,,"0.00",,,"73","38",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-29",,,,,"0.00",,,"77","41",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-09-30",,,,,"0.00",,,"82","39",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-01",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-02",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-03",,,,,"0.71",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-04",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-05",,,,,"1.20",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-06",,,,,"0.25",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-07",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-08",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-09",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-10",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-11",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-12",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-13",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-14",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-15",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-16",,,,,"0.37",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-17",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-18",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-19",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-20",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-21",,,,,"0.14",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-22",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-23",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-24",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-25",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-26",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-27",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-28",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-29",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-30",,,,,"0.20",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-10-31",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-01",,,,,"0.00",,,"68","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-02",,,,,"0.00",,,"69","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-03",,,,,"0.00",,,"70","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-04",,,,,"0.00",,,"70","33",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-05",,,,,"0.00",,,"72","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-06",,,,,"0.00",,,"67","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-07",,,,,"0.00",,,"70","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-08",,,,,"0.00",,,"65","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-09",,,,,"0.00",,,"65","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-10",,,,,"0.00",,,"64","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-11",,,,,"0.15",,,"63","29",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-12",,,,,"0.22",,,"53","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-13",,,,,"0.60",,,"55","39",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-14",,,,,"0.28",,,"52","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-15",,,,,"0.00",,,"54","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-16",,,,,"0.00",,,"57","35",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-17",,,,,"0.00",,,"58","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-18",,,,,"0.00",,,"57","37",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-19",,,,,"0.00",,,"55","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-20",,,,,"0.00",,,"54","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-21",,,,,"0.00",,,"51","29",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-22",,,,,"0.00",,,"50","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-23",,,,,"0.15",,,"49","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-24",,,,,"0.00",,,"52","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-25",,,,,"0.00",,,"53","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-26",,,,,"0.00",,,"50","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-27",,,,,"0.00",,,"51","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-28",,,,,"0.00",,,"52","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-29",,,,,"0.60",,,"50","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-11-30",,,,,"0.00",,,"50","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-01",,,,,"0.00",,,"48","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-02",,,,,"0.00",,,"49","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-03",,,,,"0.00",,,"55","29",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-04",,,,,"0.18",,,"42","22",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-05",,,,,"0.07",,,"42","28",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-06",,,,,"1.60",,,"50","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-07",,,,,"0.77",,,"50","29",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-08",,,,,"0.16",,,"40","26",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-09",,,,,"0.00",,,"48","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-10",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-11",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-12",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-13",,,,,"1.21",,,"40","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-14",,,,,"0.00",,,"45","28",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-15",,,,,"0.00",,,"48","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-16",,,,,"0.00",,,"49","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-17",,,,,"0.35",,,"50","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-18",,,,,"0.37",,,"45","33",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-19",,,,,"0.00",,,"48","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-20",,,,,"0.00",,,"46","35",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-21",,,,,"0.00",,,"49","33",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-22",,,,,"0.00",,,"50","33",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-23",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-24",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-25",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-26",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-27",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-28",,,,,"1.10",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-29",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-30",,,,,"0.00",,,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1923-12-31",,,,,"0.25","30.0",,,,,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-01",,,,,"0.00","0.0","1.0","47","9",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-02",,,,,"0.20","2.0","3.0","28","9",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-03",,,,,"0.00","0.0","3.0","33","17",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-04",,,,,"0.00","0.0","2.0","40","24",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-05",,,,,"0.00","0.0","1.0","40","25",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-06",,,,,"0.00","0.0",,,"24",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-07",,,,,"0.00","0.0",,,"24",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-08",,,,,"0.43","0.0",,,"22",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-09",,,,,"0.09","0.0",,,"25",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-10",,,,,"0.00","0.0",,,"28",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-11",,,,,"0.00","0.0",,,"27",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-12",,,,,"0.00","0.0",,,"25",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-13",,,,,"0.00","0.0",,,"26",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-14",,,,,"0.00","0.0",,,"20",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-15",,,,,"0.00","0.0",,"50","12",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-16",,,,,"0.00","0.0",,"47","22",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-17",,,,,"0.00","0.0",,"48","18",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-18",,,,,"0.00","0.0",,"47","15",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-19",,,,,"0.00","0.0",,"47","12",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-20",,,,,"0.00","0.0",,"48","12",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-21",,,,,"0.00","0.0",,"50","12",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-22",,,,,"0.00","0.0",,"52","11",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-23",,,,,"0.00","0.0",,"54","20",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-24",,,,,"0.00","0.0",,"54","22",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-25",,,,,"0.06","0.0",,"56","25",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-26",,,,,"0.56","0.0",,"53","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-27",,,,,"0.33","0.0",,"58","29",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-28",,,,,"0.00","0.0",,"56","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-29",,,,,"0.65","0.0",,"56","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-30",,,,,"0.37","0.0",,"54","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-01-31",,,,,"0.20","0.0",,"58","39",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-01",,,,,"0.84",,,"57","37",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-02",,,,,"0.10",,,"56","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-03",,,,,"0.13",,,"46","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-04",,,,,"0.00",,,"50","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-05",,,,,"0.24",,,"52","36",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-06",,,,,"0.35",,,"55","36",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-07",,,,,"2.07",,,"52","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-08",,,,,"0.00",,,"58","40",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-09",,,,,"0.00",,,"60","37",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-10",,,,,"0.00",,,"62","35",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-11",,,,,"0.00",,,"63","35",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-12",,,,,"0.00",,,"60","32",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-13",,,,,"0.00",,,"63","31",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-14",,,,,"0.00",,,"55","29",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-15",,,,,"0.00",,,"58","28",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-16",,,,,"0.13",,,"54","26",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-17",,,,,"0.26",,,"63","36",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-18",,,,,"0.00",,,"64","38",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-19",,,,,"0.00",,,"64","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-20",,,,,"0.00",,,"66","35",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-21",,,,,"0.00",,,"68","37",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-22",,,,,"0.08",,,"42","34",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-23",,,,,"0.00",,,"65","29",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-24",,,,,"0.00",,,"64","30",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-25",,,,,"0.38",,,"50","27",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-26",,,,,"0.11",,,"53","33",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-27",,,,,"0.00",,,"55","36",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-28",,,,,"0.00",,,"58","38",,,,,,,,,
"USC00043761","HAPPY CAMP RANGER STATION, CA US","1924-02-29",,,,,"0.00",,,"62","40",,,,,,,,,
